ugc_id,created_user_id,ugc_name,description_text,tag_text
5357,37778,"Wedding Favor","I am thinking of having a photo booth at my reception that way the guest can take some really fun pictures and take them with them. But do you think that would be a good wedding favor or should I still get something else for a wedding favor",Planning
5361,46980,"Invitation wording when ceremony and reception are in the same place","Do you need to include a line saying ""Reception to Follow"" on the invitation if the ceremony and reception are in the same place?  There will be a cocktail hour for the guests while we take pictures, and the reception is immediately following cocktail hour.  Any suggestions?  I've heard the ""Reception to Follow"" line is improper, but don't want my guests to wonder if they will be fed or not.  Help!","Etiquette and Advice"
5361,46980,"Invitation wording when ceremony and reception are in the same place","Do you need to include a line saying ""Reception to Follow"" on the invitation if the ceremony and reception are in the same place?  There will be a cocktail hour for the guests while we take pictures, and the reception is immediately following cocktail hour.  Any suggestions?  I've heard the ""Reception to Follow"" line is improper, but don't want my guests to wonder if they will be fed or not.  Help!",Planning
5363,39503,"Terri and Adrian","You sent me an email asking about my dress and I want to reply.  Unfortunately, when I hit reply the message was deleted and now I don't know how to contact you.  Contact me again so I can tell you.","Beauty and Attire"
5363,39503,"Terri and Adrian","You sent me an email asking about my dress and I want to reply.  Unfortunately, when I hit reply the message was deleted and now I don't know how to contact you.  Contact me again so I can tell you.",Planning
5365,39503,"Wedding Wire Mailbox","How does the Mailbox work? I got a message from a bride (Terri and Adrian) and when I hit reply the message was deleted.  Now I don't know how to contact them other than use the Answer and Discussion Boards.  What did I do wrong?  Any tips?","Fun Stuff"
5370,47063,"Bad invitations from The American Wedding Company!","I recently purchased $400 worth of wedding invitations from The American Wedding Company and they look like my preschoolers made them! They don't close properly and the inside and outside inks don't match. We complained and nothing was done for us. We were told that we ""should have ordered a sample"" which by the way would have cost 20 dollars. I would NOT recommend them to ANYONE!! ",Planning
5372,47077,"How much should we spend on a wedding dress?","My bride is really wanting this dress for $1100 buck from davids bridal we or better yet I should say I am paying for the whole wedding and I think that is just too much. Any advice I really want her to be happy. ",Planning
5383,34826,"future inlaws hate me HELP!","I have tried every thing to win over my future in laws, but no matter what I do nothing seems to be good enough. It just seems that everything I do is wrong in their eyes and that I am just his horrible person taking away her son. I've written letters, I've made food, I've kissed soooo much butt, included them in our relationship and nothing works! Any ideas on how to get them to like me?! ","Fun Stuff"
5389,16415,"Wedding Decorators","I was hoping that someone can help me. I need some light decorating for banquet hall. I am looking at someone that is good with Tuile material and silk flowers or even fresh flowers that my florist will provide. better yet. Just a decorator who can just do something nice.  Any advice. thanks in advance :O)",Planning
5389,16415,"Wedding Decorators","I was hoping that someone can help me. I need some light decorating for banquet hall. I am looking at someone that is good with Tuile material and silk flowers or even fresh flowers that my florist will provide. better yet. Just a decorator who can just do something nice.  Any advice. thanks in advance :O)","Style and Decor"
5393,47263,"Who write the wedding invitations??","My future mother-in-law seems to think that I am supposed to give her invitations to write for her guests.  My mom & I think that I as the bride or her as the mother of the bride should write them??","Etiquette and Advice"
5393,47263,"Who write the wedding invitations??","My future mother-in-law seems to think that I am supposed to give her invitations to write for her guests.  My mom & I think that I as the bride or her as the mother of the bride should write them??",Planning
5398,47284,"Designer wedding party gifts?","I am ""that"" girl who loves to shop the designers!  And most of my bridesmaids are too, is there any designer gifts for my bridesmaids out there that can be personalized?  I want really great quality, chic looking stuff--not something that looks like it came from the dollar store.  Any suggestions? ","Fun Stuff"
5398,47284,"Designer wedding party gifts?","I am ""that"" girl who loves to shop the designers!  And most of my bridesmaids are too, is there any designer gifts for my bridesmaids out there that can be personalized?  I want really great quality, chic looking stuff--not something that looks like it came from the dollar store.  Any suggestions? ",Planning
5405,33116,"Trendy Bridesmaid Dresses","I really want to have my friends buy dresses they will ACTUALLY wear again.  I have been in a few weddings where I hated the dress, but kept my mouth shut and walked the aisle.  I do NOT want my girls to feel like that.  What are some ideas for finding trendy, cute, stylish, knee-length dresses for the girls?  I have already looked at Ann Taylor, J-Crew, Nordstrom, and Cache.  I am really against David's Bridal as I already have three of those in my closet I hate...any ideas?","Style and Decor"
5409,12233,"When does the rice get thrown?","Hello everyone! My reception and ceremony are going to be held at the same venue. We are just wondering when the rice, or in our case bubbles, get thrown at us? Would it be right after the ceremony, or when we leave for the night? Thank you in advance for your advise!","Etiquette and Advice"
5409,12233,"When does the rice get thrown?","Hello everyone! My reception and ceremony are going to be held at the same venue. We are just wondering when the rice, or in our case bubbles, get thrown at us? Would it be right after the ceremony, or when we leave for the night? Thank you in advance for your advise!","Fun Stuff"
5409,12233,"When does the rice get thrown?","Hello everyone! My reception and ceremony are going to be held at the same venue. We are just wondering when the rice, or in our case bubbles, get thrown at us? Would it be right after the ceremony, or when we leave for the night? Thank you in advance for your advise!",Planning
5413,31616,"Nice wedding favor tags?","Any recommendations  (online or around the boston area) for personalized wedding favor tags?",Planning
5414,31616,"Designer shoes around Boston?","I still haven't found shoes for my dress. Any recommendations?","Beauty and Attire"
5415,45447,"His Sister in the Bridal Party?","My fiance has a half sister who he does not consider himself close to.  His family is exerting a lot of pressure on him for us to include her as a bridesmaid in our wedding.  She also seems to assume she will be a bridesmaid.  His sister is going through her wild child phase (she's 21) with several tattoos and what we'll call unflattering hair.  My fiance is adamant that she not be a bridesmaid.  I'm not really opposed to her as a bridesmaid due to appearances (tattoos can be covered up and hair can be styled) but I want symmetry in my wedding party and there are already more girls that I would like to ask to be attendants than there are potential groomsmen.  What's the right thing to do here?",Planning
5428,26153,"Just wanted to say hello!","I just wanted to say hello to everyone and if anyone has any advice send it my way, about anything!! :) I love fresh, creative ideas!! :)","Fun Stuff"
5438,47822,"Does a couple both on their third or fourth marriage register for gifts?","I've been married three times and this will be my brides third.  Do we register places and include the information in the invitations?","Etiquette and Advice"
5441,46413,"Bilingual Wedding","My fiance is Mexican, I'm American, hardly anyone in his family speaks English, hardly anyone in my family speaks Spanish.  We're getting married in Mexico, so the ceremony will probably lean towards being in Spanish, but I don't want my family to feel left out or bored.  Anyone have brilliant ideas or advice for a bilingual ceremony?","Etiquette and Advice"
5441,46413,"Bilingual Wedding","My fiance is Mexican, I'm American, hardly anyone in his family speaks English, hardly anyone in my family speaks Spanish.  We're getting married in Mexico, so the ceremony will probably lean towards being in Spanish, but I don't want my family to feel left out or bored.  Anyone have brilliant ideas or advice for a bilingual ceremony?",Planning
5443,38552,"What are some good ideas for a daytime december wedding?","What are some good ideas for a daytime december wedding?",Planning
5451,47797,"Martha's Vineyard DJ's?","Has anyone used a DJ for a wedding on Martha's Vineyard recently? Can you recommend one? What were they like? How chatty or involved were they? Did they need to travel from off-island to perform?",Planning
5454,12233,"Bed Bath and Beyond Gift Registry","We registered with Bed Bath and Beyond and they gave us some registry inserts to hand out, or mail with our invites. Would it be tacky to send them out with the invites? I have recieved an invitation with a registry ticket before, but I was 15 and did not care at the time. What are we supposed to do if we don't send them out? Thank you for imput! =)","Etiquette and Advice"
5454,12233,"Bed Bath and Beyond Gift Registry","We registered with Bed Bath and Beyond and they gave us some registry inserts to hand out, or mail with our invites. Would it be tacky to send them out with the invites? I have recieved an invitation with a registry ticket before, but I was 15 and did not care at the time. What are we supposed to do if we don't send them out? Thank you for imput! =)","Fun Stuff"
5454,12233,"Bed Bath and Beyond Gift Registry","We registered with Bed Bath and Beyond and they gave us some registry inserts to hand out, or mail with our invites. Would it be tacky to send them out with the invites? I have recieved an invitation with a registry ticket before, but I was 15 and did not care at the time. What are we supposed to do if we don't send them out? Thank you for imput! =)",Planning
5456,46392,"Who Should Walk Me Down The Aisle?","My parents got divorced when I was young. I haven't really seen my dad much. My mother raised me and my brothers alone until she recently got married (about 6 years ago). My problem is deciding who I should ask to walk me down the aisle, Should I ask my grandfather with whom I am very close with, My Mother who raised me alone, Or my Stepfather who considers me his daughter? I don't want to hurt anyones feelings. My Mom and Stepfather are helping us out with the wedding so I dont want them to feel like they both aren't being considered. This is really hard for me but I know I need to choose one of them. Any help or advice would be appreciated! ","Etiquette and Advice"
5461,34950,"Cash Bar Question","Hello,

My reception will be from 5pm to 10pm.  How long do you suggest I keep the Cash Bar open?  Is there times where it should be opened or closed.  Please help. Any suggestions?",Planning
5462,21205,"URGENT VENUE HELP!!!!!","Ok, so my fiancee decided that he wants to move our wedding to July (because he works for a school, and its hard for him to get time off during school).  I know that its going to be next to impossible to find a venue in this short amount of time, but we are looking for a place to have our wedding and reception in the DFW area (Dallas, Mesquite, Garland) thats not going to cost us an arm and a leg (preferably less that $600 if possible).  Any tips and advice would be greatly appreciated!!!!!!",Honeymoon
5462,21205,"URGENT VENUE HELP!!!!!","Ok, so my fiancee decided that he wants to move our wedding to July (because he works for a school, and its hard for him to get time off during school).  I know that its going to be next to impossible to find a venue in this short amount of time, but we are looking for a place to have our wedding and reception in the DFW area (Dallas, Mesquite, Garland) thats not going to cost us an arm and a leg (preferably less that $600 if possible).  Any tips and advice would be greatly appreciated!!!!!!",Planning
5463,21205,"URGENT VENUE HELP!!!!! (also posted in wedding wire answers)","Ok, so my fiancee decided that he wants to move our wedding to July (because he works for a school, and its hard for him to get time off during school).  I know that its going to be next to impossible to find a venue in this short amount of time, but we are looking for a place to have our wedding and reception in the DFW area (Dallas, Mesquite, Garland) thats not going to cost us an arm and a leg (preferably less that $600 if possible).  Any tips and advice would be greatly appreciated!!!!!!",Honeymoon
5463,21205,"URGENT VENUE HELP!!!!! (also posted in wedding wire answers)","Ok, so my fiancee decided that he wants to move our wedding to July (because he works for a school, and its hard for him to get time off during school).  I know that its going to be next to impossible to find a venue in this short amount of time, but we are looking for a place to have our wedding and reception in the DFW area (Dallas, Mesquite, Garland) thats not going to cost us an arm and a leg (preferably less that $600 if possible).  Any tips and advice would be greatly appreciated!!!!!!",Planning
5464,37778,"No Sex Until Married","When me and my fiance got engaged we decided to stop having sex until our wedding day (June 13,2009) I am getting negitive opinions from everyone about this,even my mom. They all feel that this is how men cheat on their women because they are not getting satisfied. We have our reasons (1) I am scared of getting pregnant before the wedding or being pregnant on my wedding date, no birth control is 100% and (2) I want us to conect on another level to be sure that sex is not the only thing in our relationship. I want to make sure that we have communication, and a deeper level of intimacy. I would just like some objective opinions, is there anyone else out there doing anything like this?","Fun Stuff"
5464,37778,"No Sex Until Married","When me and my fiance got engaged we decided to stop having sex until our wedding day (June 13,2009) I am getting negitive opinions from everyone about this,even my mom. They all feel that this is how men cheat on their women because they are not getting satisfied. We have our reasons (1) I am scared of getting pregnant before the wedding or being pregnant on my wedding date, no birth control is 100% and (2) I want us to conect on another level to be sure that sex is not the only thing in our relationship. I want to make sure that we have communication, and a deeper level of intimacy. I would just like some objective opinions, is there anyone else out there doing anything like this?","Newlyweds and Parenting"
5464,37778,"No Sex Until Married","When me and my fiance got engaged we decided to stop having sex until our wedding day (June 13,2009) I am getting negitive opinions from everyone about this,even my mom. They all feel that this is how men cheat on their women because they are not getting satisfied. We have our reasons (1) I am scared of getting pregnant before the wedding or being pregnant on my wedding date, no birth control is 100% and (2) I want us to conect on another level to be sure that sex is not the only thing in our relationship. I want to make sure that we have communication, and a deeper level of intimacy. I would just like some objective opinions, is there anyone else out there doing anything like this?",Planning
5469,37778,"Tuxedo Ideas","My wedding is pink and mocha with green accents. All of my bridesmaids will be in Mocha dresses with pink sashes except for my maid of honor who will be in pink with a mocha sash. I want the groomsmen to be in brown tux with pink vest and tie. Now the groom wants to wear white but I think that we would wash each other out so we were going to do a lighter brown like a cafe Im really not sure what to do, any ideas?  ","Beauty and Attire"
5469,37778,"Tuxedo Ideas","My wedding is pink and mocha with green accents. All of my bridesmaids will be in Mocha dresses with pink sashes except for my maid of honor who will be in pink with a mocha sash. I want the groomsmen to be in brown tux with pink vest and tie. Now the groom wants to wear white but I think that we would wash each other out so we were going to do a lighter brown like a cafe Im really not sure what to do, any ideas?  ","Fun Stuff"
5469,37778,"Tuxedo Ideas","My wedding is pink and mocha with green accents. All of my bridesmaids will be in Mocha dresses with pink sashes except for my maid of honor who will be in pink with a mocha sash. I want the groomsmen to be in brown tux with pink vest and tie. Now the groom wants to wear white but I think that we would wash each other out so we were going to do a lighter brown like a cafe Im really not sure what to do, any ideas?  ",Planning
5480,48155,"Courthouse Wedding: How to make it classy","I let the important people in my life know that my fiance and I are getting married, originally January 31, 2008. However, with my family and friends being midwest and east coast and my living in Arizona, we had to push it back two months because about 10 people are coming out to support us. So, it went from us having a small 2 person ceremony to something else. I don't want my family to come out for nothing so I'm trying to figure out what to do to make the ceremony memorable and classy, yet stay true to us. I already know that I want a bouquet and I want my fiance and stepson to wear boutinniers. And, if its allowed, I'd love to have candles all over. And my best friends boyfriend is a professional photographer and offered to take photos for free (Thanks, Cecil!) However, I'm stuck after that. I want to know what to do on a serious budget that I can look back at the photos and say, that was beautiful. What can I do?","Etiquette and Advice"
5480,48155,"Courthouse Wedding: How to make it classy","I let the important people in my life know that my fiance and I are getting married, originally January 31, 2008. However, with my family and friends being midwest and east coast and my living in Arizona, we had to push it back two months because about 10 people are coming out to support us. So, it went from us having a small 2 person ceremony to something else. I don't want my family to come out for nothing so I'm trying to figure out what to do to make the ceremony memorable and classy, yet stay true to us. I already know that I want a bouquet and I want my fiance and stepson to wear boutinniers. And, if its allowed, I'd love to have candles all over. And my best friends boyfriend is a professional photographer and offered to take photos for free (Thanks, Cecil!) However, I'm stuck after that. I want to know what to do on a serious budget that I can look back at the photos and say, that was beautiful. What can I do?",Planning
5480,48155,"Courthouse Wedding: How to make it classy","I let the important people in my life know that my fiance and I are getting married, originally January 31, 2008. However, with my family and friends being midwest and east coast and my living in Arizona, we had to push it back two months because about 10 people are coming out to support us. So, it went from us having a small 2 person ceremony to something else. I don't want my family to come out for nothing so I'm trying to figure out what to do to make the ceremony memorable and classy, yet stay true to us. I already know that I want a bouquet and I want my fiance and stepson to wear boutinniers. And, if its allowed, I'd love to have candles all over. And my best friends boyfriend is a professional photographer and offered to take photos for free (Thanks, Cecil!) However, I'm stuck after that. I want to know what to do on a serious budget that I can look back at the photos and say, that was beautiful. What can I do?","Style and Decor"
5482,21232,"Make it yourself--Save Money--Neat Ideas!","I just wanted to give out some ideas.  Here is what I've been doing
to cut some costs and making things on my own since I have the time.

I made my own boutonnieres by making my own flowers from ribbons.

RIBBON ROSE
http://www.offray.com/106b.html
http://www.youtube.com/watch?v=qN_b3nT4uvk

HOW TO MAKE BOUTONNIERE
http://www.theknot.com/ch_article.html?Object=A20517114459&MsdVisit=1


I'm also making my own program fans. I have to admit that the paper
is still flimsy even with 110lb, but it looks nice

PROGRAM FANS
http://www.gnyc.net/senseless/2006/06/10/diy-fan-programs/

I've been practicing my hair style with ""Sassy Hair curlers"".
I bought 34, though I've only needed 24 for my hair.

UPDO--HAIRSTYLE
http://www.euroteezer.com/wedding_hairstyles/wedding_hairstyles.html

I wrote a small story about ourselves and made my own template: 
http://www.kualumni.org/kuaa_justforfun_kuminibook_home.html

Party Favors--http://www.orientaltrading.com/","Fun Stuff"
5482,21232,"Make it yourself--Save Money--Neat Ideas!","I just wanted to give out some ideas.  Here is what I've been doing
to cut some costs and making things on my own since I have the time.

I made my own boutonnieres by making my own flowers from ribbons.

RIBBON ROSE
http://www.offray.com/106b.html
http://www.youtube.com/watch?v=qN_b3nT4uvk

HOW TO MAKE BOUTONNIERE
http://www.theknot.com/ch_article.html?Object=A20517114459&MsdVisit=1


I'm also making my own program fans. I have to admit that the paper
is still flimsy even with 110lb, but it looks nice

PROGRAM FANS
http://www.gnyc.net/senseless/2006/06/10/diy-fan-programs/

I've been practicing my hair style with ""Sassy Hair curlers"".
I bought 34, though I've only needed 24 for my hair.

UPDO--HAIRSTYLE
http://www.euroteezer.com/wedding_hairstyles/wedding_hairstyles.html

I wrote a small story about ourselves and made my own template: 
http://www.kualumni.org/kuaa_justforfun_kuminibook_home.html

Party Favors--http://www.orientaltrading.com/",Planning
5485,44379,"The audacity!","What do we do when people invite themselves to our wedding?  We've encountered this several times over in the three weeks since announcing our engagement.  One person even said, ""I expect to get an invitation!""

We are not planning to invite these people, so what do we do now?  And how do we handle such encounters in the future?

Help!","Etiquette and Advice"
5494,40755,"Wedding Shower","We are having a destination wedding in Florida in November. It will be a fairly small wedding (50-75 people) and the we plan on coming back home and having a reception in the summer. So for the wedding shower do we invite only the people that are coming to Florida or everyone that we will be inviting to Florida and summer reception? Please Help!!","Etiquette and Advice"
5494,40755,"Wedding Shower","We are having a destination wedding in Florida in November. It will be a fairly small wedding (50-75 people) and the we plan on coming back home and having a reception in the summer. So for the wedding shower do we invite only the people that are coming to Florida or everyone that we will be inviting to Florida and summer reception? Please Help!!",Honeymoon
5494,40755,"Wedding Shower","We are having a destination wedding in Florida in November. It will be a fairly small wedding (50-75 people) and the we plan on coming back home and having a reception in the summer. So for the wedding shower do we invite only the people that are coming to Florida or everyone that we will be inviting to Florida and summer reception? Please Help!!",Planning
5495,18608,"Navy wedding dress","I have boughten a NAVY blue wedding dress.  My thought was to have one of those floor length capes with fur in white, and a white veil.  I am now having second thoughts about a blue dress.  Our wedding theme is snowflakes and wintery, but I am afraid of looking like I am at a prom or a bridesmaid at my own wedding.  Also having another problem with what to put my nine month preg maid of honor in... black, silver, cant be navy or white!  HELP please..... ","Beauty and Attire"
5495,18608,"Navy wedding dress","I have boughten a NAVY blue wedding dress.  My thought was to have one of those floor length capes with fur in white, and a white veil.  I am now having second thoughts about a blue dress.  Our wedding theme is snowflakes and wintery, but I am afraid of looking like I am at a prom or a bridesmaid at my own wedding.  Also having another problem with what to put my nine month preg maid of honor in... black, silver, cant be navy or white!  HELP please..... ",Planning
5495,18608,"Navy wedding dress","I have boughten a NAVY blue wedding dress.  My thought was to have one of those floor length capes with fur in white, and a white veil.  I am now having second thoughts about a blue dress.  Our wedding theme is snowflakes and wintery, but I am afraid of looking like I am at a prom or a bridesmaid at my own wedding.  Also having another problem with what to put my nine month preg maid of honor in... black, silver, cant be navy or white!  HELP please..... ","Style and Decor"
5500,36203,"Hairplace in Stafford, VA","Hey 
I am getting married in Stafford but i live in Chantilly.  I am trying to find a place near stafford that will do my hair and nails.  Does anyone have any suggestions?  
Thanks","Beauty and Attire"
5505,7614,"Looking for a Fall 2008  Evening Wedding at the Newton Whie Mansion in Maryland","My fiance and I just bought a house and as a result will push back our wedding date at the Newton White Mansion.
We are releasing the date of Saturday, November 15 (7 hr block starying at 5pm).

http://www.pgparks.com/places/eleganthistoric/newton_tour.html

Key info
* Located on a golf course in PG county.  
* Reception area is in a gorgeous atrium- floor to ceiling windows 3 sides.  
* Amenities include tables & chairs (optional chiavari chair for small upcharge), warming kitchen, free parking, & wheelchair accessible
* You may select any caterer of your choice
* Capacity: 200-240 in the atrium
* Rate: $4,200 with a $750 deposit to confirm the date

Take a look at the photos and you will not be disappointed. It is AMAZING! I am still having my wedding there in April.

Feel free to contact me with any questions and check out the venues ratings on weddingwire.com.

Finally, Congratulations on your engagement/wedding!
Shameka
ericandshameka@gmail.com


","Fun Stuff"
5505,7614,"Looking for a Fall 2008  Evening Wedding at the Newton Whie Mansion in Maryland","My fiance and I just bought a house and as a result will push back our wedding date at the Newton White Mansion.
We are releasing the date of Saturday, November 15 (7 hr block starying at 5pm).

http://www.pgparks.com/places/eleganthistoric/newton_tour.html

Key info
* Located on a golf course in PG county.  
* Reception area is in a gorgeous atrium- floor to ceiling windows 3 sides.  
* Amenities include tables & chairs (optional chiavari chair for small upcharge), warming kitchen, free parking, & wheelchair accessible
* You may select any caterer of your choice
* Capacity: 200-240 in the atrium
* Rate: $4,200 with a $750 deposit to confirm the date

Take a look at the photos and you will not be disappointed. It is AMAZING! I am still having my wedding there in April.

Feel free to contact me with any questions and check out the venues ratings on weddingwire.com.

Finally, Congratulations on your engagement/wedding!
Shameka
ericandshameka@gmail.com


",Planning
5505,7614,"Looking for a Fall 2008  Evening Wedding at the Newton Whie Mansion in Maryland","My fiance and I just bought a house and as a result will push back our wedding date at the Newton White Mansion.
We are releasing the date of Saturday, November 15 (7 hr block starying at 5pm).

http://www.pgparks.com/places/eleganthistoric/newton_tour.html

Key info
* Located on a golf course in PG county.  
* Reception area is in a gorgeous atrium- floor to ceiling windows 3 sides.  
* Amenities include tables & chairs (optional chiavari chair for small upcharge), warming kitchen, free parking, & wheelchair accessible
* You may select any caterer of your choice
* Capacity: 200-240 in the atrium
* Rate: $4,200 with a $750 deposit to confirm the date

Take a look at the photos and you will not be disappointed. It is AMAZING! I am still having my wedding there in April.

Feel free to contact me with any questions and check out the venues ratings on weddingwire.com.

Finally, Congratulations on your engagement/wedding!
Shameka
ericandshameka@gmail.com


","Style and Decor"
5506,7614,"Looking for a Fall 2008 Evening Wedding at the Newton Whie Mansion in Maryland","My fiance and I just bought a house and as a result will push back our wedding date at the Newton White Mansion. 
We are releasing the date of Saturday, November 15 (7 hr block starying at 5pm). 
http://www.pgparks.com/places/eleganthistoric/newton_tour.html 
Key info 
* Located on a golf course in PG county. 
* Reception area is in a gorgeous atrium- floor to ceiling windows 3 sides. 
* Amenities include tables & chairs (optional chiavari chair for small upcharge), warming kitchen, free parking, & wheelchair accessible 
* You may select any caterer of your choice 
* Capacity: 200-240 in the atrium 
* Rate: $4,200 with a $750 deposit to confirm the date 
Take a look at the photos and you will not be disappointed. It is AMAZING! I am still having my wedding there in April. 
Feel free to contact me with any questions and check out the venues ratings on weddingwire.com. 
Finally, Congratulations on your engagement/wedding! 
Shameka 
ericandshameka@gmail.com ","Fun Stuff"
5506,7614,"Looking for a Fall 2008 Evening Wedding at the Newton Whie Mansion in Maryland","My fiance and I just bought a house and as a result will push back our wedding date at the Newton White Mansion. 
We are releasing the date of Saturday, November 15 (7 hr block starying at 5pm). 
http://www.pgparks.com/places/eleganthistoric/newton_tour.html 
Key info 
* Located on a golf course in PG county. 
* Reception area is in a gorgeous atrium- floor to ceiling windows 3 sides. 
* Amenities include tables & chairs (optional chiavari chair for small upcharge), warming kitchen, free parking, & wheelchair accessible 
* You may select any caterer of your choice 
* Capacity: 200-240 in the atrium 
* Rate: $4,200 with a $750 deposit to confirm the date 
Take a look at the photos and you will not be disappointed. It is AMAZING! I am still having my wedding there in April. 
Feel free to contact me with any questions and check out the venues ratings on weddingwire.com. 
Finally, Congratulations on your engagement/wedding! 
Shameka 
ericandshameka@gmail.com ",Planning
5506,7614,"Looking for a Fall 2008 Evening Wedding at the Newton Whie Mansion in Maryland","My fiance and I just bought a house and as a result will push back our wedding date at the Newton White Mansion. 
We are releasing the date of Saturday, November 15 (7 hr block starying at 5pm). 
http://www.pgparks.com/places/eleganthistoric/newton_tour.html 
Key info 
* Located on a golf course in PG county. 
* Reception area is in a gorgeous atrium- floor to ceiling windows 3 sides. 
* Amenities include tables & chairs (optional chiavari chair for small upcharge), warming kitchen, free parking, & wheelchair accessible 
* You may select any caterer of your choice 
* Capacity: 200-240 in the atrium 
* Rate: $4,200 with a $750 deposit to confirm the date 
Take a look at the photos and you will not be disappointed. It is AMAZING! I am still having my wedding there in April. 
Feel free to contact me with any questions and check out the venues ratings on weddingwire.com. 
Finally, Congratulations on your engagement/wedding! 
Shameka 
ericandshameka@gmail.com ","Style and Decor"
5517,35429,"Question for those who are getting a videographer?","Hi for those of you who are getting a videographer. Are you going basic or having them film the entire pre-ceremony/ceremony and reception. I'm trying to figure out what is best I know the photographer will catch a lot of moments and are you going all out price wise or looking for someone off like craigslist? Just needing some advice thanks!","Etiquette and Advice"
5517,35429,"Question for those who are getting a videographer?","Hi for those of you who are getting a videographer. Are you going basic or having them film the entire pre-ceremony/ceremony and reception. I'm trying to figure out what is best I know the photographer will catch a lot of moments and are you going all out price wise or looking for someone off like craigslist? Just needing some advice thanks!","Fun Stuff"
5517,35429,"Question for those who are getting a videographer?","Hi for those of you who are getting a videographer. Are you going basic or having them film the entire pre-ceremony/ceremony and reception. I'm trying to figure out what is best I know the photographer will catch a lot of moments and are you going all out price wise or looking for someone off like craigslist? Just needing some advice thanks!",Planning
5519,26876,"Traveled to Belize?","My husband and I are planning our second honeymoon to Belize. We're most interested in snorkeling and diving. I just want to see if anyone has any suggestions to where to stay or your experiences. Experts you're more than welcomed to advise as well. ",Honeymoon
5522,48155,"Need help with ideas","I asked a question yesterday about how to make ac ourthouse wedding classy and was told to call and see what I can do. So after calling everyone in the city of Phoenix, I was able to get ahold to a judge who offered to marry us in his backyard since we don't have one (such a blessing!). The wedding is going to be on a Saturday at 1pm. He said his backyard is pretty small, can comfortably hold 10 people, which is perfect for us since we aren't having a large wedding until after we purchase a home. Any suggestions would be greatly appreciated.","Fun Stuff"
5522,48155,"Need help with ideas","I asked a question yesterday about how to make ac ourthouse wedding classy and was told to call and see what I can do. So after calling everyone in the city of Phoenix, I was able to get ahold to a judge who offered to marry us in his backyard since we don't have one (such a blessing!). The wedding is going to be on a Saturday at 1pm. He said his backyard is pretty small, can comfortably hold 10 people, which is perfect for us since we aren't having a large wedding until after we purchase a home. Any suggestions would be greatly appreciated.",Planning
5522,48155,"Need help with ideas","I asked a question yesterday about how to make ac ourthouse wedding classy and was told to call and see what I can do. So after calling everyone in the city of Phoenix, I was able to get ahold to a judge who offered to marry us in his backyard since we don't have one (such a blessing!). The wedding is going to be on a Saturday at 1pm. He said his backyard is pretty small, can comfortably hold 10 people, which is perfect for us since we aren't having a large wedding until after we purchase a home. Any suggestions would be greatly appreciated.","Style and Decor"
5526,47284,"Vegetarian Wedding Menu????","My fiance is Vegetarian--however I eat a little chicken occasionally--and he refuses to let me have any meat at the reception.  So, since I can't reason with him that the guests should be pleased for traveling half way across the country to see us, does anyone have any ideas for a Vegetarian Buffet style dinner?  Or even sit down, but we thought buffet would be more fun.","Etiquette and Advice"
5526,47284,"Vegetarian Wedding Menu????","My fiance is Vegetarian--however I eat a little chicken occasionally--and he refuses to let me have any meat at the reception.  So, since I can't reason with him that the guests should be pleased for traveling half way across the country to see us, does anyone have any ideas for a Vegetarian Buffet style dinner?  Or even sit down, but we thought buffet would be more fun.",Planning
5530,34265,"buffet or sitdown?","My fiance wants a buffet for everyone to pick what they want. I on the other hand want a sitdown because I think buffet weddings are tacky...any advice ???",Planning
5531,34265,"Holiday weekend wedding?","I'm torn! I don't want to take away from our guests' holiday weekends but it would also mean that we can celebrate one extra day...any thoughts?!",Planning
5532,9522,"Being Polite","Help me please! I'm having a very small wedding in Miami, this summer, we are not wanting to consume the cost of a reception and we are not trying to invite a lot of people.

My question is how should I go about letting people know that 
they have to pay there own way and at our wedding dinner?

","Etiquette and Advice"
5543,44551,"Can anyone help me with my theme wedding?","so my theme for the wedding is 1920's/1930's style...i'm not sure where to find good websites for decorations and invitations...can you please help....thank you soo much!","Fun Stuff"
5543,44551,"Can anyone help me with my theme wedding?","so my theme for the wedding is 1920's/1930's style...i'm not sure where to find good websites for decorations and invitations...can you please help....thank you soo much!",Planning
5543,44551,"Can anyone help me with my theme wedding?","so my theme for the wedding is 1920's/1930's style...i'm not sure where to find good websites for decorations and invitations...can you please help....thank you soo much!","Style and Decor"
5544,48497,"Where to get reasonably priced Invitations?","I am trying to decide where I should buy my invitations from.  I don't want them to look ""cheap"" at all, but I also don't want to spend a whole lot.  Can anyone recommend where to get some, either online or at a store?  I don't mind doing some work myself to help cut down on costs, but still want them to look nice.  Having them come already printed would, of course, be easier though.  Any tips are welcomed!!!  :)  Thank you!!!!",Planning
5545,48744,"I need help with choosing wedding colors","I am getting married in May; I have no idea what colors I want. I like yellow and I love purple. Help please","Style and Decor"
