ugc_id,created_user_id,comment_text
5398,39625,"I'm actually getting my bridesmaids Personalized Ralph Lauren Polos. I love them because theirs different fits/styles and you design it yourself. I'm getting their initials put on, and etc. 
Only available on ralphlauren.com so check em out!
Fun & Timeless!"
4685,33116,"Don't know if you've already picked bridesmaid dresses or if you're still looking but Ann Taylor has a bunch of new dresses and the colors in their line this spring are shades of blue, some champagnes, and one latte colored dress.  They are knee length, strapless dresses but very pretty.  I am using them in my wedding (August).  They are definitely dresses the girls can wear again and not some that will go straight to the back of their closets.  I think your color scheme sounds great!  Try looking at the flower Dhalia.  It comes in lots of shapes and colors...a great alternative to the traditional roses you see at every wedding."
5256,47387,"My wedding is similar. Our colors are truffle (dark chocolate) and champagne and my maid of honor's dress is the same style but champagne; the other bridesmaids dresses are chocolate. So I don't think there's nothing wrong with that. Anyway, happy planning!!!!!"
5393,8287,"For the sake of uniformity, I would have ONE person or a company to print your envelopes and maild our invitations.  Have your future in laws send you the address information.  I am quite sure there are other ways she can feel a part of the event.

As an invitation and RSVP specialist...I am leary of giving invitations to family members to give out or address....it always ends up that they will need additional invites because they have ended giving invitations to people who were not initially in the count.  Keep it simple and hire a company so that she does not feel slighted.

Good luck and if you need me let me know.

877-468-6719
Rose"
5361,8287,"I agree...Keep it simple and minimize your cost....You can also reiterate on the programs"
5405,47284,"Check out the link below--some of those looked pretty decent.  If anything, take a trip to NY or LA and look at the little boutiques and stuff around there.  

http://weddings.theknot.com/weddingdress/bs_results_local.aspx?GownType=2&MsdVisit=1

hope that helps :)"
5409,43519,"If you're having it at the same location, I'd suggest doing the bubbles as you're leaving the reception. "
5405,39625,"Check out Coco Myles at CocoMyles.com. My bridesmaids showed me the website. They loved the fact that they could get celebrity dresses, and I just told them which colors I liked for them to use. The dresses at most are 145$ I think. Also, they can design their own dress.
I have heard nothing but great things about this place."
5389,22715,"Some wedding planners and coordinators offer a rate for decorating only. Do a search in the vendor catalog for planners in your area.You should find someone.
Best Wishes
Absolute Best Events"
5383,22715,"I understand why this is a issue for you. First off be your self. Do not go out of your way to impress someone else. Not everyone likes everyone else.This you can not change. 
Bottom line is your sweetie loves you for who you are.
I disagree with the first poster. Do not put off your wedding. I do agree however that you need to have a chat with your fiance. Tell him your feelings and how this bothers you. He needs to step up to the plate and say something to his family. He can not force them to like you, however he can demand their respect on his decision to marry you. He needs to tell them you are what makes him happy and that should be enough for them.Bottom line when you marry, you are also marring the others persons family. This will be a issue you have to deal with for the rest of your life. You need to decide if this is something you are prepared to deal with before saying I do.
Best of Luck"
5276,22715,"I am a wedding planner who's prices are geared to everyday people such as your self. Favors are not a rule of thumb, but expected. There are several ways of doing this in a affordable way. Make things your self, home made choc. candy, mini pic frames with a special note of thanks or poem inside, check on line if you order things in bulk its much more cost effective. Or go the old fashioned way. Heard of the penny under the chair? Go to the dollar store, get some nice candles and silk flowers, make a nice centerpiece, one for each table. Place a penny under one chair per table, the person who sits in that chair gets to take home the centerpiece. This kills 2 birds with one stone, centerpieces as well as favors. Naturally you do not have to use dollar store candles, you can use anything realy, be creative and shop around.
Cut back on cost elsewhere. Food, maybe do a buffet style, cake, serve cup cakes, or a desert bar, make the desserts your self, this will give you more $ to play with.
"
5304,22715,"Get creative and personal! I once had a bride with a smaller scale budget. She had a ink stamp made, and bought cocktail napkins at a local party supply store. We sat there for 5 hrs and stamped 500 napkins. They came out beautiful, and unique! FYI be sure to use a waterproof ink or waterproof paint
I also have had a bride who instead of doing the traditional names and date on the bev naps, they purchased a Irish friendship ring stamp, with a nice poem. and did the napkins her self. This still gave the personal feel, but it was different from every other wedding.
stamps can be made and purchased at your local craft store for very cheep.
"
4560,22715,"Tough love honey! This is your day. Not hers. yes you want to please all of your quest, but her eating issues are not your problem! Invite her as you are everyone else, make her aware of the menu, if she chooses not to eat so be it. You offered alternative food for her, not your problem thats not good enough. Maybe its better she does even come. Whats next, the fabric of the chair covers? Will it feel displeasing to her touch ? The music, not to her exact liking ? this is your day, and you can not please someone who doesn't want to be pleased.

Best of luck"
4734,22715,"Skip the garter toss, its not a rule that you have to do it. replace it with something fun! Maybe play musical chairs with the wedding party! Do the dollar dance, dont make yourself, uncomfortable on your day
Best Wishes"
5307,4537,"Congratulations on your upcoming wedding! I am a professional Makeup Artist in NY and have some insight for your question.
First of all, since you are having a destination wedding and you won't be able to have a run through, it might be best to do it yourself. That being said, I would suggest your approach be two fold. First, schedule with a makeup artist in your area to take a trip to the local Sephora, for instance. He or she can go over products that are appropriate for the occasion, and will work specifically for you. Secondly, schedule another appointment with that Makeup Artist to go over and apply all of the products that you are planning on using that day. He or she can watch and help you apply the products in a way that will flattering for your wedding day. Also take copious notes and use a face chart.
This will hopefully give a definite sense of control on your wedding day, but you will have excellent professional input, which will prove invaluable. Good Luck!"
5307,45447,"What everyone has said above is true, while we may be equipped to make ourselves look perfectly beautiful with our everyday makeup, the same principles do not apply in making sure that it translates to photography.  Even the spreads in the wedding magazines that go for a natural look are using far more makeup than we do in our day to day life.  I think you should make an appointment and stress that you want to go with natural shades.  Look through wedding and fashion magazines to find a look that you like.  Make the appontment with a little cushion of time.  Remember that even if you absolutely hate what they've done, you don't have to stick with it.  You might have wasted some money (I know we're all on budgets), but the absulute worst case scenario is that you end up applying your own makeup anyway.  If you can find it, Summer 2007 In Style Weddings did natural makeup, using Willa Ford as a model.  Best of luck, I'm sure you'll look gorgeous no matter what."
5306,45447,"I graduated from law school in May and my best friend was scheduled to get married on June 29.  While I was thrilled to serve as her MOH, I was studying for the 2nd hardest Bar exam in the country, and I was decidedly broke.  You knew when you asked your MOH that she lived out of town.  What you have to understand is that she does have a life and obligations independent of your impending nuptuals.  She's already plunking down a rather large amount of money for the honor of being your attendant.  Coming in from out of town, adds to that expense.  It's only natural that the local bridesmaid is in a better position to help with everything.  The question is, do you want to choose your MOH based on who's available, or based on who has been your best friend.  My advice is to stick with the original impulse that led you to ask your friend to be MOH.  Arrange for her to have her dress fitting in her home town (as is normal) and don't jeopardize a valuable friendship."
5415,8287,"Have you thought about her having another role?  Hostess, a reading, etc.?  The final decision is you and your future fiance.  You would like to have faces reflected in your bridal party of people that the both of you want to share in your special day and that you all share a bound of memories and love.  Never feel obligated to put someone in your wedding because they are family or the family is putting pressure on you.

WHen the both of you have made a decision (the first of many) stand by it and the both of you make it clear to the sister and his family."
5370,8287,"Casey, I am sorry to hear that you had such an unsuccessful experience with your invitations...by all means if you are not happy the company's duty is to make it right.  If there is anyway that I could be of assistance to you, please give me a call.

Rose
877-468-6719"
5413,39625,"Well hello, I'm located in Cincinnati, Ohio. And don't mind shipping.
I actually make wedding favors tags, to go with your favors. I use thick italian paper, and charge .50 cents a tag (when you order at least 25 tags) + shipping. You just let me know colors and shape, and choice of ribbon! I can make proofs online, send you a sample, and go from there.
Let me know if you're interested!
Good Luck,
Amanda
amanda_tosun@hotmail.com"
5372,39625,"To be completely honest, my dad gave me a dress budget and told me to stick to it. Then he surprised me with an extra amount for accesories and such! You can do the same with your significant other, and leave a few hundred out, so you can surprise her with a little extra to let her play around with hair pins, veils, shoes and undergarments.
Good Luck!"
5333,26153,"I absolutely love this website also!! It's also nice because soooo many stores carry this line. I especially love that you can do color!!! :) "
5370,17716,"Thank you for your post.  We're considering using a web-based company for our invitations and now you've provided food for thought.  I hope your experience is not the norm at American Wedding."
5428,42429,"Hi!
And welcome!

I hope your planning is going great! I make wedding invitations that can be created by you.  Let me know if I can help.  

Elizabeth"
5370,42429,"I am so sorry to hear about your horrible experience.  You should let the company know that you are not satisfied with the product and will not tolerate their lack of customer service.  
As an invitation designer and maker, it is important to receive feedback from clients.  If there is anything I can do for you please let me know.  All my invitations are made personally by me.  "
5357,42429,"I think the photo booth idea is wonderful!!  As for more favors, a little frame would be a bonus, but maybe just a simple note saying please visit the photo booth & capture your moment for you to enjoy.   "
5194,42429,"Beautiful!!!  If you like the colors go for it! We chose our 2 favorite colors, orange and purple - the faces I got from people were rather funny.  But I did show everyone that the 2 go together (especially in the fall) and I've gotten more apologies for not trusting my color taste!"
1926,42429,"My day job is a Dental Hygienist, so hopefully this helps.  
The Crest White Strips are the best over the counter product out there right now.  Get the 30 minute ones not the 5 minute ones.  You can experience sensitivity because it's a one size fits all type of strip, but it will go away within 24 hours 
The best way to go is to have custom made trays at a dental office.  These should cost anywhere from $100 and up.  
Either way you go, whiten about 2-3 weeks before the wedding, and definitely not the night before because if you do experience sensitivity you don't want to experience on your weding day!
Please let me know if you have any other questions.  "
5372,737,"Another option is to try one of the Filene's basement's Running of the Brides events, if you happen to live in a city where they have one.

http://www.filenesbasement.com/bridal.jsp

"
5428,737,"Welcome to the WeddingWire Community!"
5365,737,"Hi Karen,

That is a bug that we are addressing right away.  sorry for the inconvenience!"
1072,42429,"I love bright colors! I think they are great for all occasions.  Take a look at my pictures and you will see a save the date that is hot pink and yellow and has flip flops on it. Basically any combination can be used.  
If you need any help with save-the-dates, invitations, etc. please let me know.  I custom design and make all my invitations with any colors! "
5409,21407,"Be really careful with the bubbles. In some cases the bubble will stain or mark dresses.  You don't want to throw rice either.  If birds or animals get at it, after they eat it, it can expand in their stomachs and cause serious problems. "
5370,47063,"My fiance and I both called and asked if something could be done. We asked if they could re-print the outside band on the same cardstock as the main invitation and they said no...we also asked if they could then print the band over again with the same matching ink as the invitation and they also said no. They didn't even offer us any money off or anything. They basically put it back on us and blamed us which is NOT customer service if you ask me!"
5428,43519,"Hi and congratulations on your engagement! I loved your bio on here. It's awesome that you're hs sweethearts. I'm married to mine too!

I'm an international wedding photographer and could offer you a ton of advice about your wedding photography and possibly give you some referrals. Just shoot me an email.

Cat"
5180,47750,"i'm stuck between a few of Maggie sottero dresses too. Looking is one thing but if possible i would find a store that you can try both on to see which design looks best on you and your shape and then decide. That is what i plan on doing before ordering."
5405,26876,"I am not sure where you are located, but usually at the malls they have those stores that sell prom dresses all year round. They also sell bridesmaid dresses as well. My girls got their dresses from their and they loved them, because they can and have worn them to other events. They were not that expensive as well. "
5365,2078,"Hi Everyone. We were recently made aware of a bug in the WeddingWire mailbox feature. This bug caused some new messages to appear deleted from your mailbox if you tried to reply to new messages.  We have fixed this issue; messages that disappeared from your mailbox should now be visible again.  Thank you for your patience in this matter, and please don't hesitate to give us feedback about your experience with WeddingWire.  Your feedback fuels our development."
5370,15019,"I would advise all brides to investigate an online company and their policies before purchasing items. What policies do they have on their website? "
5405,39503,"Why not give your girls your guidelines (color, length, formality, etc) of the dresses you'd like them to wear, then let them shop for the dress that they will feel beautiful in.  In this situation, it is hard to imagine that they would select identical dresses but they would all glow because they feel good.  Any store or website that sells women's clothes these days sells dresses that could double as bridesmaids dresses - even Target!  "
5454,46392,"It is not tacky at all to send them out with your invitations to your shower. I would definitely do that. Its especially nice if your name is on the card because some people like to take those with to the store if they are uncertain of the spelling of your name. "
5361,46106,"I used a reception to follow line.  It just seemed silly to have reception cards since our reception is just upstairs from our ceremony, but like you said, I definitely wanted people to know we're feeding them.

For whatever it's worth, I ordered my invites from <a href=""http://www.theamericanwedding.com"">theamericanwedding.com</a>.  The guy on the phone (I had foreign language accents, so ended up calling) was so so nice and spent a lot of time with me.  He said reception to follow is totally normal, which eased my stress a lot. 

Hope that helps!"
5438,46392,"Typically, no. There are many factors that have to come in to play. First, how long you've been divorced. I think i've heard before if you've been divorced longer than 5 years a shower would be appropriate. Secondly, according to etiquette the purpose of having a shower is for a couple to receive things for your new home together, it is assumed that the couple would just be starting out on their own, of course times have changed but thats the history, considering you both have been married 2-3 times people might consider it to be selfish or greedy. Third, for 2nd and 3rd weddings, it's not typical for couples to follow the same traditions of 1st marriages.  For instance, they are usually smaller..a bride may not wear a white dress, etc. Do know that I have heard of other gatherings where gifts aren't ""expected"" or ""required"" therefore, maybe you can have something to honor your new love and upcoming wedding rather than expect gifts. I hope this helps! "
5456,21205,"Wow that could be a problem, but you could as your mom and step dad to walk you down the aisle, but if you are only considering one, i would say chose your mom.  she has been there for you your whole entire life, raising you (and your brothers) by herself.  I was also raised by a single mom and if my dad were to walk back in my life i would still have my mom walk me down the aisle."
5464,21205,"Im personally not doing it, but I dont see my fiancee that often. But thats not a bad idea.  If your fiancee loves you enough, he wont go out and cheat.  This is your relationship is about you and your fiancee, not you, your fiancee and your family.  Someone is alway going to have a negative opinion no matter what you do, so just go with whatever feels right with you."
5462,43519,"I just found a place in Dallas that is running some specials : http://www.dewellevents.com/

I'm not sure what the prices are though. You could also check out gatheringguide.com and search venues that way. Best wishes!"
5464,43519,"Just think how exciting your honeymoon night will be! I think this is very admirable and that it will benefit both of you in the end."
5441,26876,"I had a bilingual ceremony too. What we did was the prayers in Spanish and everything else in English. Maybe you can do the same, but the opposite, the prayers in English, and everything else in Spanish. Or vice versa."
5464,26876,"I did the same, but we stopped about 6mos. prior. I think that this will open up many other ways to connect with your fiance. And, about the whole cheating thing, if he were to, then you know it wasn't meant to be. If you feel strong about it, and you fiance does as well, stick to it. And imagine the anticipation, it'll be worth it on the honeymoon. Good Luck! "
5454,26876,"what we did was we used tiny label stickers and typed where we were registered we stuck them on the card with the directions with our Invitaions (wedding). I really wouldn't find it rude to find a registry insert in a wedding invitation, because nowadays most people bring gifts anyway and it would make it easier for me rather than have to do research to figure out if the couple registerd anywhere or not. So if you don't want to mail the inserts out you can do similar to what I did. Sending them with the Shower invites, is good, but not everyone that you invite to the wedding will you invite to the shower right? So, not everyone would get one. Good Luck!"
5469,26876,"You want you bridesmaids and groomsmen to compliment each other, but you also, want your grooms tux to be along the lines of your groomsmen as well. My girls wore either black, or apple red and black. The groomsment wore, black and apple red. My dress was white and claret red, my husband wore a white tux with claret red vest and tie, so we all complimented each other. You'll want to avoid a lot of different color mixes. I think a white tux with pink vest and tie, will tie all the colors in, he will match with the groomsmen, as far as the vest and tie, and also with the girls, and he will match with you. You won't wash each other out, check out my picture so you have an idea, I have more in my slide show."
5461,8287,"A cash bar can be open for as long as your event.  Etiquette states that if you invited the person to your house for a party you wouldn't ask them to pay for their drinks and so should be the concept for your wedding (which is a bigger party)  The choice is always yours but make your guests aware of the cash bar so they are not blindsided when they arrive at the reception. (This is not information you would put on yout invitation)  The Guest Book offers RSVP service and this service verbally tells the guests any information you want them to know about your wedding as well as collect the RSVP's for your event.

If there is anyway that I can be of service to you, please give me a call or email me.  877-468-6719

Rose"
5454,8287,"Etiquette states that the registry information should not be placed in the invitation because you are telling your guests to give you a gift.  Now although that is the concept let it not ""show"" that intent.  You can as Christina mentioned mention the information with the shower invitations..You can also have a website with wedding information and you can list your registry information on that.  My company does offer a service that when guests RSVP for an event we advise them of where the couple is registered.

If you need my assistance, please feel free to email for more information.

Rose"
5456,8287,"I agree with Mrs. Attaway to have your mom walk you down the aisle.  I am quite sure, your stepfather would understand.  As for your mom, she would be truly moved.  I had a bride that surprised her mother on the day of.  She dressed her mom (bought the dress and decided on her look)  When she was about to walk down the aisle, she asked for her mother and when her mom came to see what was ""wrong"" she turned to her and asked her to walk her down the aisle....the mom was so overwhlemed....she cried all the way down the aisle."
5389,8056,"You should have the florist who is designing your bouquets and centerpieces to decorate your banquet hall.  They already know your color scheme and style and will give you flowers that will coordinate with the rest of the wedding.
Cheryl Ann Floral Design  www.CherylAnn.biz  (610) 397-0777"
5370,20202,"Hi Casey,
  I am sorry to hear about your bad experience. My suggestion is to be persistent. Usually, companies will blow you off hoping that the problem will go away. Ask to speak to someone in a management position. As a business owner myself, I know that if this situation was presented to me, my major concern would be satisfying the customer. If you need help with anything else, let me know. 
-Kristine
Crown Elegance"
5304,20202,"I have just ordered some personalized napkins for my bridal accessories store. I will send you pictures when I receive them, if you are interested. There is a variety to choose from."
5383,34950,"I totally disagree with the response of post posting your wedding because of this situation.  I am in a similar situation.  I have been with my fiance for a long time, his mother and my family are long time friends. My fiance mother (father is deceased) does not care for me and I dont care for her.  After all, she is not the best person in the world to get along with. As long as there is a respect factor that's all that matters.  My FH knows the relationship between me and his mom.  His statement to me was:  You are marrying me NOT us.  As long as you all respect each other thats all I can expect.  

This is my suggestion to you!  Good Luck and hope this helps."
5291,34950,"Do you have pics of the items? Interested in shoes and Crystal Hairpins. 

Please email to lilmize73@hotmail.com."
5456,42429,"If you are close to your grandpa as well, you could have both him and your mom walk you down the aisle.  Both my stepdad (i've known him for 25 years) and dad walked me down the aisle, with both walking half way, my stepdad kissed me and shook my dad's hand and then went up front to watch the rest of the ceremony. My dad then continued on to give me away.  
I think either grandpa or mom would be honored to walk you down.
"
5413,42429,"Hi!  
I'm in California but will ship anywhere in the US.  I can basically make anything you want, colors, papers, font, is all your choice.  I will do a sample and mail it to you before production.
Let me know if I can help in any way.  
Elizabeth

elizabeth@emrcreations.com"
5160,42429,"This is a sticky situation.  Between my husband and I we have 7 parents (biological and step), that don't all get along.  We had an engagement party to get the bumps out of the way, but being as you are coming up on your day, that's probably to late.
Here's my suggestion - as uncomfortable as it was, we both sat down with all of our parents individually and told them they don't have to like each other or even talk to each other, but if they are going to in any way make us uncomfortable on our day they didn't have to come.  All parents sat at different tables at the reception.  And guess what - my mom and step-mom are like best friends now - after 25 years!!
Good luck!!"
5064,42429,"We made chocolates at home and put them in organza bags w/a slip of paper explaining what the symbol on the chocolate meant.  We are irish so we went that directions.  Chocolates are really easy to make and it represented us.  My husband loves chocolates. Everyone ate them at the reception so I know they weren't wasted at home like some other trinkets."
4547,42429,"A groom's cake is fun to have and a second option of flavor of cake.
My mother-in-law does wedding cakes and for our wedding and some friends she has made a groom's cake.  Ours was chocolate with a vegas theme. We both love chocolate but didn't necessarily want it on our traditional cake.  She did another one a Star Wars theme.  You can get very creative and it doesn't have to be big. 
If you need any suggestions I can ask her for some. Let me know.
Elizabeth"
5304,21232,"Order from http://www.orientaltrading.com/  they have great prices. I didn't order napkings, but I did get the bubbles and my party favors from there."
5276,21232,"You can save on flowers and make your own boutonniere or even corsages. I just made boutonnieres and gonna pin it on my immediate family and the groomsmen will wear them.  What I like about it is that you can just buy the ribbons and if you're want a particular color flower, you can buy that ribbon color.  Here are two places that I used to make my boutonnieres.

http://www.youtube.com/watch?v=qN_b3nT4uvk

http://www.offray.com/106b.html"
5332,21232,"I bought these things and have been practicing hair updo since I have time.  I finally done it right twice and now know what to do with my hair for that day. I'm still going to practice a few more times thought.  I bought 34 Sassy Hair Curlers (though I've only been using 24 to do my entire head).  

http://www.euroteezer.com/wedding_hairstyles/wedding_hairstyles.html"
5413,48145,"Invitations by Dawn offers a wide selection of wedding favor tags. Each tag is professionally imprinted in raised ink with the information of your choice.

Do you have a specific theme or color? I've included below a link directly to the favor boxes, bags, and tags category on the Invitations By Dawn site.

http://www.invitationsbydawn.com/index.cfm?sjumptosubgroup=1630&ssource=WW

This is one of my personal favorites (you can select the design/logo to be used):

http://www.invitationsbydawn.com/index.cfm?sjumptoproduct=PP23008&ssource=WW"
5357,47697,"I think a photo booth is an terrific idea. Why not also give each person or couple an Arbonne Handcream wrapped in Tulle? I have a lot of brides that do this because it is a product that is different and shows you really thought about giving a gift they will use and benefit from. 

We have so many options for brides and their guests. We also offer out of town guest welcome baskets packed with everything they will need for their hotel stay. Offer a Sea Salt Scrub station at your wedding also as a mini spa offering. This is a huge hit at weddings. 

We are listed on Wedding Wire under Beauty Services and are #10 on the list. Check us out and all our wedding services.

Wishing you a lifetime of happiness,

Lisa Teeter
Area Manager / Independent Consultant
Arbonne International
Pure Swiss Botanical Beauty and Wellness Products with Results!
www.PureSwissSkinCare4u.myarbonne.com
(617)359-7788
lisa_teeter@msn.com
"
117,47697,"Hi There -
My name is Lisa Teeter and I am an Area Manager for Arbonne International. I would recommend taking a look at our Figure 8 Weightloss Plan at www.PureSwissSkincare4u.myarbonne.com. Our weight loss system has proven results and doesn't leave you jittery or feeling like your missing out. It provides you with the tools you need to successfully lose weight and boost your metabolism. My husband and I did the Figure 8 Weight Loss plan together and we supported one another to our weight loss goals. I lost 25 pounds and he lost 38 pounds. 

I would love to chat with you about all our wedding services. We offer Spa parties with Sea Salt Scrub for hands, mini-manicures, facials, deep tissue massage, makeovers and foot scrub and soaks. Our products are Swiss formulated and botanically based and our products are results driven which means they really do what they say they do. We offer a business opportunity to offset the high costs associated with planning a wedding.

Lisa Teeter"
55,47697,"Hello -
I am an Area Manager for Arbonne International and a lot of brides host a Spa Party for their bridesmaids so they can spend quality time together before the big event. We bring spa stations for the gals to move through: Deep Tissue Massages, Mini-Manicures, Sea Salt Scrub Station, foot scrub and soak, Facials and Mini-Makeovers. 

We bring a bartender with us and all the fixins for a really fun time that is relaxing and rejuvenating as well as a fun time for everyone. The bridesmaids take home an Awaken Sea Salt Scrub or a Hand Cream with them at the end of the party. I have even been asked on many occasions to do Sea Salt Scrubs at the actual Wedding Reception for the guests. People love them and it just adds a unique and awesome touch to the wedding that people remember. I also do Beauty Gift baskets filled with skincare and cosmetics for the bridesmaids. It's the ultimate thank you gift for the gals who are closest to you. 

Go to: www.PureSwissSkincare4u.myarbonne.com"
5291,46423,"I will send you photos"
5127,44075,"Mom, I think its wonderful of you to want to do this for your children. Here's what your trying to get accomplished: You want to celebrate their union and allow your friends and family to be privy to that. Instead of a shower, I would throw them a reception in April (on their 6mo anniversary) That way you can give your children the best gift of all, the wedding reception they deserve. In having a reception, that should be suggestion enough for gifts to be offered. Good Luck and congratulations mom!"
5383,43467,"I would love to see this on Doctor Phill :)"
5485,39625,"Ah! I hate it when people do that. Well firstly, I hope you didn't say ""of course"" or show any type of yes sign. And if the case is that you did, you may just want to send them an invitation for after dinner, for the cake, champagne toast, and music. This way there's no hard feelings. Otherwise, if you decided not to acknowledge their questions of invitations - then who cares! You can always tell them it's a smaller function."
5451,47469,"Hello Marina,

My name is Eric McCutchen and I'm the owner of Eve Entertainment. Your question was fowarded to my company to see if we had the answer to your question becuase we have done weddings similar to yours down in nagshead, myrtle, and VA Beach. 

We would love to have the opportunity to work with you on your special day. Please feel free to contact us at eric@eveentertainment.net or at 804.252.9449

We are currently building a new web site and it should be finished within the next 90days. The address will be eveentertainment.net so you can stay tuned for that.

We know that this day only comes once so we would love to share in that memory to make it be on of the best times of your life.

Talk to you soon 
and thanks in advance

Eric McCutchen "
5480,26876,"You should first look into what the courthouse will permit, Make sure how many guest you are allowed, are flowers allowed? I pretty sure you can have pictures, but double check on that. You have to also remember that there maybe other other ceremonies prior of after, and I am assuming they are by appointment, so you may even have a time constraint. You need to do some research and find out whats is and whats not allowed. Have you considered having an officiant come to you? That way you can find maybe even a park or backyard(if you have one) and you can do it there. "
5464,15019,"I think this is great! I don't want to get to deep into your business but of the women you asked who is happily Married? Be careful of who you pose questions to, including family. I've learned that what's done in the dark will come to the light, so just focus on the next five months of planning your nuptials. "
5464,18608,"I think it is a wonderful idea and very full of love.  We have thought about doing the same thing, so if you can do it then yeah thats awesome for the both of you and your wedding night will be all the more amazing.  As for cheating puulease, come on thats crazy!  He has already tasted the milk and has made a huge commitment by asking you to share his life.  I firmly believe if he is meant to cheat then he will, but you of all the people in the world know him the best, so all in all go with what your gut says.  Great luck to you in your wedding plans, have fun."
5443,21461,"A Local Botanical gardens are wonderful for weddings.
The beach is nice too. Not screaming hot out there.

Jill"
5357,21461,"I think that is a wonderful, fun gift for your guests.

Jill"
5494,39625,"You invite everyone! And have a great time!"
5495,39625,"Oh dear, well first things first - if your truly unhappy with the navy dress, figure out what your budget is to replace it with something that you'll love. You know you could always find a simple white gown that you love, for the ceremony, and after dinner - before the cake you can surprise everyone by changing into the more comfortable Navy Gown. This way it doesn't go to waste and you get to show off how great it is! Good Luck!"
5307,48246,"How about the best of both worlds? Schedule a makeup 'bridal' lesson and get tips and tricks on how to do your makeup yourself. That way, you feel more confident about doing it on your big day and even take pictures during/after your lesson to see how it translates.  That way you avoid the dreaded 'drag queen' look and you learn some cool tips and tricks and you are confident in doing it yourself which sounds like what you really would rather do anyway... just a thought! best of luck!!"
5372,16290,"As the mother of a recent bride, we told our daughter that her dress would be our gift to her, but to please be reasonable.  She was and purchased it on Discountbridal.com The dress was so pretty that she was able to plan the rest of her wedding around the dress (i.e. bridesmaids' dresses, flower colors, etc., b/c there was some colorful beading in the dress).  She only paid $500.00 for it and it looked fabulous.  -- Jane "
5463,35271,"There are very few places in the DFW area that are less than $600 to rent. To cut your cost though, you might consider getting married on a Friday or Sunday. They are typically cheaper not only for the venue rental but your other vendors as well. I would also suggest looking for a venue where you can bring in your own catering and alcohol. This typically can save you more money than a venue with on site catering. Goodluck and Congratulations!!"
5495,39625,"oh also, CocoMyles does a Maternity Wear dress. You might want to look there, and order color swatches. Lengths go from knee length to long, starts at $120 to $125, and if your bridesmaids are purchasing their own dresses you can always just let them know where to go and what colors you would like!"
5409,29587,"Bubbles when you leave the reception is a great idea!  (Assuming you're leaving and not staying the night there)  The drawbacks?  There may not be many people there to see it and participate.   And if it's late at night, the photo op might not be as great as you envisioned.

Have you considered dried lavender or silk flower petals that can be thrown as you are leaving the altar?  Both are easily swept up, won't harm animals and make for fabulous photos!  I've seen brides hang paper cones on chairs filled with the petals and a note about what to do with them  :)"
5443,17160,"what is your style? fav colors?
have you picked a venue?  a church?
there are loads of great ideas for december
reds, whites,. greens., mini white lights., gorgeous red flowers with winter themes, take into consideration your likes and run with that

Laurie

Planned Perfect Weddings & Events
www.plannedperfectwedding.com/

"
4829,17160,"how about the French Quarter?
how more gorgeous intimate can that be?
and besides...everyone will get those mardi beads as wonderful thank-you's

Laurie
Planned Perfect Weddings & Events
www.plannedperfectwedding.com/


"
5517,26876,"For my wedding our videoagrapher filmed from start to finish, but in our DVD he presented only the highlights of the day, ceremony, picture(some), us being introduced at reception, first dance, cake cutting, garter and bouquet toss, some dancing, and us leaving. Oh and also some guest interviews. It was about 60 min long and gave us a good feel for the day. They also gave us the raw footage incase we ever wanted to see it all in its entirety(sp*). We got media studies students from a nearby college to do it for very cheap! And it turned out pretty good. If you already have a photographer and you are spending quite a bit on them, consider craigslist, put a post specifically for students or someone with the right equiptment and willingness to do it. Im pretty sure you'll get some other post saying ""nooooo"" but I did it and I have a video of my day and no complaints. Good luck!! I hope this helps."
5494,26876,"Agreed! Invite everyone."
5522,48518,"Here is one thought to help make your day unique.  For music, instead of the same wedding songs played over and over....try using something original.  My name is Renee and I own Charmed Life Music.  www.charmedlifemusic.com 
You can listen to free samples and really put a special twist on your day using songs that were written for weddings.  Let me know if I can help with anything else.  
renee@charmedlifemusic.com

"
5428,48518,"I am a singer-songwriter who writes original wedding songs. You can check out the music for free at: www.charmedlifemusic.com
We currently have a CD of 18 wedding songs being used by new brides around the world! 
I married my husband in 2002 on TLC's The Wedding Story and have been writing for wedding's ever since! 
  
If you have a special occasion coming up and want a truly original, personalized song written for that special someone, our talented singers, songwriters and musicians can help you capture the feelings of your special moment and bring them to life in song. We specialize in writing music for all of those important moments in your life - wedding songs, anniversary songs, songs for new arrivals, funeral songs and more.

We start by interviewing you to get your story, in your own words. Well then take that story and transform it into a fully produced and recorded song - in virtually any music style that you desire."
5193,48518,"I am in the Wedding Music biz and I haven't heard of that song. I will look into it now for you.  I would like to share with you that our company CHARMED LIFE MUSIC has just released: WEDDING MEMORIES IN SONG - VOLUME ONE.
I am a singer - songwriter based out of Nashville who was married on TLC's the Wedding story and in the search for the ""perfect songs"" started my company! I wrote  most of the songs and am the vocalist on the CD. 

The CD is a  collection of nine original wedding songs will touch your heart and fit many personal and family situations.  Volume One includes all nine wedding songs with and without vocals. The instrumental tracks can be used on your special day with the vocalist of your choice, or simply use our high quality recordings with vocals included. Any of our wedding songs with and without vocals are also available for sale and download. Sheet music will be available soon!           

Let me know if you need any more help with music!                    
"
4760,48518,"Check out the song: Charmed Life 

www.charmedlifemusic.com


"
